,lr,train_loss,val_loss,train_iou,val_iou
0,0.01,0.3721432089805603,0.4222850203514099,0.5662717223167419,0.6043668985366821
1,0.01,0.33978503942489624,0.4057985842227936,0.6026716828346252,0.5586326122283936
2,0.01,0.328500896692276,0.41490045189857483,0.609377384185791,0.5639472603797913
3,0.01,0.3204912841320038,0.7888068556785583,0.6203075647354126,0.5576816201210022
4,0.01,0.2884668707847595,0.3392386734485626,0.6543920040130615,0.6369250416755676
5,0.01,0.28859132528305054,0.3299162685871124,0.6542338728904724,0.6462705135345459
6,0.01,0.2887468636035919,0.3112460672855377,0.6564434170722961,0.6563087701797485
7,0.01,0.2770691215991974,0.24655789136886597,0.662221372127533,0.7085223197937012
8,0.01,0.2740722596645355,0.22623156011104584,0.6731310486793518,0.7060295343399048
9,0.01,0.2552763819694519,0.2573883533477783,0.6917850971221924,0.687358558177948
10,0.01,0.25679343938827515,0.2654949724674225,0.6870571970939636,0.6887651681900024
11,0.01,0.24449576437473297,0.2336837500333786,0.7018604278564453,0.7287925481796265
12,0.01,0.25330090522766113,0.2840029001235962,0.6938263773918152,0.693193793296814
13,0.0009999999,0.19982129335403442,0.19930291175842285,0.7417697906494141,0.7446470856666565
14,0.0009999999,0.19461774826049805,0.18563136458396912,0.7519999146461487,0.7588850259780884
15,0.0009999999,0.18901115655899048,0.2021547108888626,0.7619010210037231,0.743725597858429
16,0.0009999999,0.1958874613046646,0.19749191403388977,0.7534223794937134,0.753654420375824
17,0.0009999999,0.18337483704090118,0.19160395860671997,0.7698593139648438,0.7452929019927979
18,0.0009999999,0.18878884613513947,0.18993893265724182,0.7616217136383057,0.7537072896957397
19,9.999999e-05,0.17979025840759277,0.19273528456687927,0.768368661403656,0.7508399486541748
20,9.999999e-05,0.17816881835460663,0.19398801028728485,0.7722567915916443,0.7508857250213623
21,9.999999e-05,0.1727457195520401,0.189182311296463,0.779681384563446,0.7576082348823547
22,9.999999e-05,0.1779981255531311,0.1791071891784668,0.7735903859138489,0.7666961550712585
23,9.999999e-05,0.17325496673583984,0.19436609745025635,0.7798413038253784,0.7577016353607178
